url,text,date
https://www.nytimes.com/2018/01/01/us/politics/trump-businesses-regulation-economic-growth.html?searchResultPosition=1,"The Trump Effect: Business, Anticipating Less Regulation, Loosens Purse Strings
The administration’s campaign to reduce regulation has improved the mood of business executives. They may be spending more money as a result.
By Binyamin Appelbaum and Jim Tankersley
PRINT EDITIONWith Red Tape Losing Its Grip, Firms Ante Up|January 2, 2018, Page A1",2018-01-01
