,title,authors,publish_date,text,url,duration
1,New Group Joins the Political Fight Over Disinformation Online,Jim Rutenberg,2024-04-22,"Two years ago, Nina Jankowicz briefly led an agency at the Department of Homeland Security created t",https://www.nytimes.com/2024/04/22/business/media/american-sunlight-project-fight-disinformation.html,0.14097213745117188
0,TikTok Faces E.U. Inquiry Over ‘Addictive’ Features,Adam Satariano,2024-04-22,European Union regulators on Monday threatened to fine TikTok over potentially addictive features on,https://www.nytimes.com/2024/04/22/technology/tiktok-eu-inquriy-addictive-features.html,0.23061299324035645
0,FIFA Said to Be Close to TV Deal With Apple for New Tournament,Tariq Panja,2024-04-22,"FIFA, soccer’s global governing body, is close to an agreement with Apple that would give the tech c",https://www.nytimes.com/2024/04/22/business/fifa-apple-tv-deal.html,0.12302398681640625
0,A.I.-Generated Child Sexual Abuse Material May Overwhelm Tip Line,Cecilia Kang,2024-04-22,A new flood of child sexual abuse material created by artificial intelligence is threatening to over,https://www.nytimes.com/2024/04/22/technology/ai-csam-cybertipline.html,0.13620686531066895
0,How Scam Calls and Messages Took Over Our Everyday Lives,Steven Kurutz,2024-04-21,You open your eyes and grope for your phone. You check your inbox and discover dozens of spam emails,https://www.nytimes.com/2024/04/21/style/scams-identity-theft.html,0.2117469310760498
0,"The TV Show That Predicted America’s Lonely, Disorienting Digital Future",Maya Salam,2024-04-21,"MTV

This is Danny. He fell in love with a woman he’d met online. When he saw her photo, he called i",https://www.nytimes.com/2024/04/21/arts/television/catfish-tv-show-season-9.html,0.11704492568969727
0,Start-Up Founder Sentenced to 18 Months in Prison for Fraud,Erin Griffith,2024-04-19,"Another start-up founder is going to prison for overstating his company’s performance to investors.
",https://www.nytimes.com/2024/04/19/technology/manish-lachwani-headspin-fraud.html,0.12684178352355957
0,Tesla Will Recall Cybertruck in Latest Setback,J. Edward Moreno,2024-04-19,"Tesla has agreed to recall nearly 4,000 of its Cybertruck pickups to fix an accelerator pedal that c",https://www.nytimes.com/2024/04/19/business/tesla-cybertruck-recall.html,0.2751638889312744
0,The Music Episode,Kevin Roose,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
1,The Music Episode,Casey Newton,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
2,The Music Episode,Davis Land,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
3,The Music Episode,Rachel Cohn,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
4,The Music Episode,Whitney Jones,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
5,The Music Episode,Jen Poyant,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
6,The Music Episode,Alyssa Moxley,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
7,The Music Episode,Dan Powell,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
8,The Music Episode,Elisheba Ittoop,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
9,The Music Episode,Marion Lozano,2024-04-19,This transcript was created using speech recognition software. While it has been reviewed by human t,https://www.nytimes.com/2024/04/19/podcasts/hard-fork-music-episode.html,0.7636189460754395
